id_documento,id_siniestro,tipo_documento,entregado,legible,fecha_emision,inconsistencia_detectada,observacion
DOC-0044737,SIN-004700,Parte policial,1,1,2023-09-24,0,
DOC-0044738,SIN-004700,Fotografías del daño,1,0,2023-09-22,0,
DOC-0044739,SIN-004700,Proforma de reparación,1,1,2023-09-21,0,
DOC-0044740,SIN-004700,Copia matrícula,1,1,2023-09-24,0,
DOC-0044741,SIN-004700,Cédula del asegurado,1,1,2023-09-25,0,
DOC-0044742,SIN-003803,Parte policial,1,1,2022-02-18,0,
DOC-0044743,SIN-003803,Fotografías del daño,1,1,2022-02-21,0,
DOC-0044744,SIN-003803,Proforma de reparación,0,0,2022-02-17,0,
DOC-0044745,SIN-003803,Copia matrícula,1,1,2022-02-18,0,
DOC-0044746,SIN-003803,Cédula del asegurado,1,1,2022-02-21,0,
DOC-0044747,SIN-006069,Parte policial,1,1,2024-08-14,0,
DOC-0044748,SIN-006069,Fotografías del daño,1,0,2024-08-16,0,
DOC-0044749,SIN-006069,Proforma de reparación,1,1,2024-08-16,0,
DOC-0044750,SIN-006069,Copia matrícula,1,1,2024-08-12,0,
DOC-0044751,SIN-006069,Cédula del asegurado,1,1,2024-08-12,0,
DOC-0044752,SIN-003537,Parte policial,0,0,2024-07-03,0,
DOC-0044753,SIN-003537,Fotografías del daño,1,1,2024-07-12,1,Sello de institución ilegible o ausente
DOC-0044754,SIN-003537,Proforma de reparación,0,0,2024-07-03,0,
DOC-0044755,SIN-003537,Copia matrícula,1,1,2024-07-01,1,Fecha de emisión no coincide con fecha del siniestro
DOC-0044756,SIN-003537,Cédula del asegurado,1,1,2024-07-05,0,
DOC-0044757,SIN-003826,Parte policial,1,1,2021-06-24,1,Documento con posibles alteraciones en la fecha
DOC-0044758,SIN-003826,Fotografías del daño,1,1,2021-06-21,0,
DOC-0044759,SIN-003826,Proforma de reparación,0,0,2021-06-24,0,
DOC-0044760,SIN-003826,Copia matrícula,1,0,2021-06-23,0,
DOC-0044761,SIN-003826,Cédula del asegurado,1,1,2021-06-22,0,
DOC-0044762,SIN-006643,Historia clínica,1,1,2021-03-20,0,
DOC-0044763,SIN-006643,Facturas médicas,1,1,2021-03-22,0,
DOC-0044764,SIN-006643,Informe médico,1,1,2021-03-23,0,
DOC-0044765,SIN-006643,Recetas prescritas,1,1,2021-03-21,0,
DOC-0044766,SIN-006643,Cédula del asegurado,1,1,2021-03-20,0,
DOC-0044767,SIN-010797,Historia clínica,1,1,2024-06-27,0,
DOC-0044768,SIN-010797,Facturas médicas,1,1,2024-06-25,0,
DOC-0044769,SIN-010797,Informe médico,1,1,2024-06-27,0,
DOC-0044770,SIN-010797,Recetas prescritas,1,1,2024-06-30,1,
DOC-0044771,SIN-010797,Cédula del asegurado,1,1,2024-06-28,0,
DOC-0044772,SIN-001947,Parte policial,1,1,2025-03-09,1,
DOC-0044773,SIN-001947,Fotografías del daño,1,1,2025-03-13,0,
DOC-0044774,SIN-001947,Proforma de reparación,1,1,2025-03-14,0,
DOC-0044775,SIN-001947,Copia matrícula,1,1,2025-03-13,0,
DOC-0044776,SIN-001947,Cédula del asegurado,1,1,2025-03-12,0,
DOC-0044777,SIN-010903,Historia clínica,1,1,2021-01-07,0,
DOC-0044778,SIN-010903,Facturas médicas,1,1,2021-01-02,0,
DOC-0044779,SIN-010903,Informe médico,1,1,2021-01-06,0,
DOC-0044780,SIN-010903,Recetas prescritas,1,1,2021-01-02,0,
DOC-0044781,SIN-010903,Cédula del asegurado,1,1,2021-01-04,0,
DOC-0044782,SIN-009550,Fotografías del daño,1,1,2024-07-20,0,
DOC-0044783,SIN-009550,Informe de perito,0,0,2024-07-20,0,
DOC-0044784,SIN-009550,Facturas de bienes afectados,1,0,2024-07-22,0,
DOC-0044785,SIN-009550,Parte policial,1,1,2024-07-21,0,
DOC-0044786,SIN-009550,Cédula del asegurado,1,1,2024-07-22,0,
DOC-0044787,SIN-010413,Parte policial,1,1,2024-07-16,0,
DOC-0044788,SIN-010413,Fotografías del daño,1,1,2024-07-12,0,
DOC-0044789,SIN-010413,Proforma de reparación,1,1,2024-07-16,0,
DOC-0044790,SIN-010413,Copia matrícula,1,1,2024-07-11,0,
DOC-0044791,SIN-010413,Cédula del asegurado,1,1,2024-07-16,0,
DOC-0044792,SIN-007270,Fotografías del daño,1,0,2021-11-18,0,
DOC-0044793,SIN-007270,Informe de perito,1,1,2021-11-19,0,
DOC-0044794,SIN-007270,Facturas de bienes afectados,1,1,2021-11-21,0,
DOC-0044795,SIN-007270,Parte policial,1,1,2021-11-23,0,
DOC-0044796,SIN-007270,Cédula del asegurado,1,1,2021-11-23,1,Contradicción entre parte policial y narrativa del asegurado
DOC-0044797,SIN-011391,Certificado de defunción,1,1,2023-06-15,0,
DOC-0044798,SIN-011391,Informe médico causa muerte,1,1,2023-06-20,0,
DOC-0044799,SIN-011391,Cédula beneficiario,1,1,2023-06-19,0,
DOC-0044800,SIN-011391,Póliza original,1,1,2023-06-17,0,
DOC-0044801,SIN-007930,Certificado de defunción,1,1,2025-08-10,0,
DOC-0044802,SIN-007930,Informe médico causa muerte,1,1,2025-08-11,0,
DOC-0044803,SIN-007930,Cédula beneficiario,1,1,2025-08-13,0,
DOC-0044804,SIN-007930,Póliza original,1,1,2025-08-15,0,
DOC-0044805,SIN-007167,Parte policial,1,1,2023-05-17,0,
DOC-0044806,SIN-007167,Fotografías del daño,1,1,2023-05-12,0,
DOC-0044807,SIN-007167,Proforma de reparación,1,1,2023-05-16,0,
DOC-0044808,SIN-007167,Copia matrícula,1,1,2023-05-17,0,
DOC-0044809,SIN-007167,Cédula del asegurado,1,1,2023-05-16,0,
DOC-0044810,SIN-006964,Certificado de defunción,1,1,2025-01-22,0,
DOC-0044811,SIN-006964,Informe médico causa muerte,1,1,2025-01-22,0,
DOC-0044812,SIN-006964,Cédula beneficiario,0,0,2025-01-18,0,
DOC-0044813,SIN-006964,Póliza original,1,1,2025-01-22,1,Fecha de emisión no coincide con fecha del siniestro
DOC-0044814,SIN-005868,Historia clínica,1,1,2022-04-01,0,
DOC-0044815,SIN-005868,Facturas médicas,0,0,2022-03-31,0,
DOC-0044816,SIN-005868,Informe médico,1,1,2022-04-04,0,
DOC-0044817,SIN-005868,Recetas prescritas,1,1,2022-04-04,0,
DOC-0044818,SIN-005868,Cédula del asegurado,0,0,2022-03-30,0,
DOC-0044819,SIN-004762,Parte policial,1,1,2021-03-25,0,
DOC-0044820,SIN-004762,Fotografías del daño,1,1,2021-03-21,0,
DOC-0044821,SIN-004762,Proforma de reparación,1,1,2021-03-21,0,
DOC-0044822,SIN-004762,Copia matrícula,1,1,2021-03-26,0,
DOC-0044823,SIN-004762,Cédula del asegurado,0,0,2021-03-22,0,
DOC-0044824,SIN-000883,Parte policial,1,1,2023-07-22,0,
DOC-0044825,SIN-000883,Fotografías del daño,1,1,2023-07-21,0,
DOC-0044826,SIN-000883,Proforma de reparación,1,1,2023-07-25,0,
DOC-0044827,SIN-000883,Copia matrícula,1,1,2023-07-20,0,
DOC-0044828,SIN-000883,Cédula del asegurado,1,1,2023-07-20,0,
DOC-0044829,SIN-000558,Certificado de defunción,0,0,2021-04-17,0,
DOC-0044830,SIN-000558,Informe médico causa muerte,1,1,2021-04-16,0,
DOC-0044831,SIN-000558,Cédula beneficiario,1,1,2021-04-20,0,
DOC-0044832,SIN-000558,Póliza original,1,1,2021-04-19,0,
DOC-0044833,SIN-010138,Fotografías del daño,1,1,2024-07-02,0,
DOC-0044834,SIN-010138,Informe de perito,1,1,2024-07-03,0,
DOC-0044835,SIN-010138,Facturas de bienes afectados,1,1,2024-07-04,0,
DOC-0044836,SIN-010138,Parte policial,1,1,2024-07-02,0,
DOC-0044837,SIN-010138,Cédula del asegurado,1,1,2024-07-02,0,
DOC-0044838,SIN-001208,Parte policial,1,1,2025-06-21,0,
DOC-0044839,SIN-001208,Fotografías del daño,1,1,2025-06-26,0,
DOC-0044840,SIN-001208,Proforma de reparación,1,1,2025-06-21,0,
DOC-0044841,SIN-001208,Copia matrícula,1,1,2025-06-25,0,
DOC-0044842,SIN-001208,Cédula del asegurado,1,1,2025-06-24,0,
DOC-0044843,SIN-009485,Parte policial,1,1,2023-09-15,0,
DOC-0044844,SIN-009485,Fotografías del daño,1,1,2023-09-18,0,
DOC-0044845,SIN-009485,Proforma de reparación,1,0,2023-09-18,0,
DOC-0044846,SIN-009485,Copia matrícula,1,1,2023-09-15,0,
DOC-0044847,SIN-009485,Cédula del asegurado,1,1,2023-09-17,0,
DOC-0044848,SIN-007685,Historia clínica,1,1,2023-11-06,1,Fecha de emisión no coincide con fecha del siniestro
DOC-0044849,SIN-007685,Facturas médicas,1,1,2023-11-08,0,
DOC-0044850,SIN-007685,Informe médico,1,1,2023-11-07,0,
DOC-0044851,SIN-007685,Recetas prescritas,1,0,2023-11-06,0,
DOC-0044852,SIN-007685,Cédula del asegurado,1,1,2023-11-08,0,
DOC-0044853,SIN-009669,Parte policial,1,1,2023-12-01,0,
DOC-0044854,SIN-009669,Fotografías del daño,1,1,2023-12-03,0,
DOC-0044855,SIN-009669,Proforma de reparación,1,1,2023-11-29,0,
DOC-0044856,SIN-009669,Copia matrícula,0,0,2023-11-30,0,
DOC-0044857,SIN-009669,Cédula del asegurado,1,1,2023-12-01,0,
DOC-0044858,SIN-006539,Certificado de defunción,1,0,2024-03-04,0,
DOC-0044859,SIN-006539,Informe médico causa muerte,1,1,2024-03-05,0,
DOC-0044860,SIN-006539,Cédula beneficiario,1,1,2024-03-07,0,
DOC-0044861,SIN-006539,Póliza original,1,0,2024-03-05,0,
DOC-0044862,SIN-003212,Historia clínica,1,1,2022-12-25,0,
DOC-0044863,SIN-003212,Facturas médicas,1,1,2022-12-29,0,
DOC-0044864,SIN-003212,Informe médico,1,1,2022-12-29,0,
DOC-0044865,SIN-003212,Recetas prescritas,1,1,2022-12-25,0,
DOC-0044866,SIN-003212,Cédula del asegurado,1,1,2022-12-25,0,
DOC-0044867,SIN-003631,Historia clínica,1,1,2022-08-15,0,
DOC-0044868,SIN-003631,Facturas médicas,1,1,2022-08-13,0,
DOC-0044869,SIN-003631,Informe médico,1,1,2022-08-17,0,
DOC-0044870,SIN-003631,Recetas prescritas,0,0,2022-08-13,0,
DOC-0044871,SIN-003631,Cédula del asegurado,1,1,2022-08-15,0,
DOC-0044872,SIN-001709,Certificado de defunción,1,1,2021-05-07,0,
DOC-0044873,SIN-001709,Informe médico causa muerte,1,1,2021-05-11,0,
DOC-0044874,SIN-001709,Cédula beneficiario,1,1,2021-05-12,0,
DOC-0044875,SIN-001709,Póliza original,1,1,2021-05-10,0,
DOC-0044876,SIN-008459,Parte policial,1,1,2022-01-30,0,
DOC-0044877,SIN-008459,Fotografías del daño,1,0,2022-01-28,0,
DOC-0044878,SIN-008459,Proforma de reparación,1,0,2022-01-26,0,
DOC-0044879,SIN-008459,Copia matrícula,1,1,2022-01-28,0,
DOC-0044880,SIN-008459,Cédula del asegurado,1,1,2022-01-27,0,
DOC-0044881,SIN-001141,Parte policial,1,1,2022-07-17,0,
DOC-0044882,SIN-001141,Fotografías del daño,1,1,2022-07-17,0,
DOC-0044883,SIN-001141,Proforma de reparación,1,1,2022-07-17,0,
DOC-0044884,SIN-001141,Copia matrícula,1,1,2022-07-21,0,
DOC-0044885,SIN-001141,Cédula del asegurado,1,1,2022-07-17,0,
DOC-0044886,SIN-003163,Parte policial,0,0,2021-09-26,0,
DOC-0044887,SIN-003163,Fotografías del daño,1,1,2021-09-29,0,
DOC-0044888,SIN-003163,Proforma de reparación,1,1,2021-09-26,0,
DOC-0044889,SIN-003163,Copia matrícula,1,0,2021-09-26,0,
DOC-0044890,SIN-003163,Cédula del asegurado,0,0,2021-09-29,0,
DOC-0044891,SIN-006208,Parte policial,1,1,2021-10-26,0,
DOC-0044892,SIN-006208,Fotografías del daño,1,1,2021-10-25,0,
DOC-0044893,SIN-006208,Proforma de reparación,1,1,2021-10-25,0,
DOC-0044894,SIN-006208,Copia matrícula,1,1,2021-10-24,0,
DOC-0044895,SIN-006208,Cédula del asegurado,1,1,2021-10-26,0,
DOC-0044896,SIN-003731,Parte policial,1,1,2024-12-23,0,
DOC-0044897,SIN-003731,Fotografías del daño,1,1,2024-12-19,1,Documento con posibles alteraciones en la fecha
DOC-0044898,SIN-003731,Proforma de reparación,1,1,2024-12-21,0,
DOC-0044899,SIN-003731,Copia matrícula,1,1,2024-12-22,0,
DOC-0044900,SIN-003731,Cédula del asegurado,1,1,2024-12-20,1,Contradicción entre parte policial y narrativa del asegurado
DOC-0044901,SIN-002661,Parte policial,1,1,2022-08-19,0,
DOC-0044902,SIN-002661,Fotografías del daño,1,1,2022-08-18,1,Proforma de taller en lista de observación
DOC-0044903,SIN-002661,Proforma de reparación,1,1,2022-08-18,0,
DOC-0044904,SIN-002661,Copia matrícula,1,1,2022-08-15,0,
DOC-0044905,SIN-002661,Cédula del asegurado,0,0,2022-08-17,0,
DOC-0044906,SIN-008849,Fotografías del daño,1,1,2021-12-10,0,
DOC-0044907,SIN-008849,Informe de perito,1,1,2021-12-13,0,
DOC-0044908,SIN-008849,Facturas de bienes afectados,0,0,2021-12-14,1,
DOC-0044909,SIN-008849,Parte policial,1,1,2021-12-15,1,Número de serie del vehículo no legible
DOC-0044910,SIN-008849,Cédula del asegurado,1,1,2021-12-11,0,
DOC-0044911,SIN-001308,Historia clínica,1,1,2024-08-20,0,
DOC-0044912,SIN-001308,Facturas médicas,1,1,2024-08-19,0,
DOC-0044913,SIN-001308,Informe médico,1,1,2024-08-19,0,
DOC-0044914,SIN-001308,Recetas prescritas,1,1,2024-08-16,0,
DOC-0044915,SIN-001308,Cédula del asegurado,1,1,2024-08-20,0,
DOC-0044916,SIN-002568,Parte policial,1,1,2023-07-11,0,
DOC-0044917,SIN-002568,Fotografías del daño,0,0,2023-07-12,0,
DOC-0044918,SIN-002568,Proforma de reparación,1,1,2023-07-10,0,
DOC-0044919,SIN-002568,Copia matrícula,0,0,2023-07-08,0,
DOC-0044920,SIN-002568,Cédula del asegurado,1,1,2023-07-20,1,Sello de institución ilegible o ausente
DOC-0044921,SIN-009191,Informe técnico,1,1,2025-01-10,0,
DOC-0044922,SIN-009191,Fotografías del daño,1,1,2025-01-09,0,
DOC-0044923,SIN-009191,Facturas,1,1,2025-01-09,0,
DOC-0044924,SIN-009191,Parte policial,1,1,2025-01-11,0,
DOC-0044925,SIN-009191,Cédula del asegurado,1,1,2025-01-09,0,
DOC-0044926,SIN-002835,Fotografías del daño,1,1,2023-10-23,0,
DOC-0044927,SIN-002835,Informe de perito,1,1,2023-10-20,0,
DOC-0044928,SIN-002835,Facturas de bienes afectados,1,1,2023-10-23,0,
DOC-0044929,SIN-002835,Parte policial,1,1,2023-10-21,0,
DOC-0044930,SIN-002835,Cédula del asegurado,1,0,2023-10-19,0,
DOC-0044931,SIN-012496,Certificado de defunción,0,0,2023-05-09,0,
DOC-0044932,SIN-012496,Informe médico causa muerte,1,1,2023-05-05,0,
DOC-0044933,SIN-012496,Cédula beneficiario,1,0,2023-05-06,1,
DOC-0044934,SIN-012496,Póliza original,1,1,2023-05-07,0,
DOC-0044935,SIN-002152,Historia clínica,1,1,2025-11-08,0,
DOC-0044936,SIN-002152,Facturas médicas,1,1,2025-11-08,0,
DOC-0044937,SIN-002152,Informe médico,0,0,2025-11-07,0,
DOC-0044938,SIN-002152,Recetas prescritas,1,1,2025-11-05,1,
DOC-0044939,SIN-002152,Cédula del asegurado,1,1,2025-11-08,0,
DOC-0044940,SIN-011944,Historia clínica,1,1,2025-05-08,0,
DOC-0044941,SIN-011944,Facturas médicas,1,1,2025-05-06,0,
DOC-0044942,SIN-011944,Informe médico,1,1,2025-05-08,0,
DOC-0044943,SIN-011944,Recetas prescritas,1,1,2025-05-07,0,
DOC-0044944,SIN-011944,Cédula del asegurado,1,1,2025-05-05,0,
DOC-0044945,SIN-003836,Fotografías del daño,1,1,2021-06-12,0,
DOC-0044946,SIN-003836,Informe de perito,1,1,2021-06-17,0,
DOC-0044947,SIN-003836,Facturas de bienes afectados,1,1,2021-06-16,0,
DOC-0044948,SIN-003836,Parte policial,1,1,2021-06-16,0,
DOC-0044949,SIN-003836,Cédula del asegurado,1,1,2021-06-14,0,
DOC-0044950,SIN-012119,Historia clínica,1,1,2025-07-15,0,
DOC-0044951,SIN-012119,Facturas médicas,1,1,2025-07-13,0,
DOC-0044952,SIN-012119,Informe médico,1,1,2025-07-14,0,
DOC-0044953,SIN-012119,Recetas prescritas,1,1,2025-07-16,0,
DOC-0044954,SIN-012119,Cédula del asegurado,1,1,2025-07-15,0,
DOC-0044955,SIN-009592,Certificado de defunción,1,1,2021-12-23,0,
DOC-0044956,SIN-009592,Informe médico causa muerte,0,0,2021-12-24,0,
DOC-0044957,SIN-009592,Cédula beneficiario,1,1,2021-12-25,0,
DOC-0044958,SIN-009592,Póliza original,1,1,2021-12-24,0,
DOC-0044959,SIN-010266,Parte policial,1,1,2022-10-28,0,
DOC-0044960,SIN-010266,Fotografías del daño,1,1,2022-10-26,0,
DOC-0044961,SIN-010266,Proforma de reparación,1,1,2022-10-25,0,
DOC-0044962,SIN-010266,Copia matrícula,1,1,2022-10-27,0,
DOC-0044963,SIN-010266,Cédula del asegurado,1,1,2022-10-26,0,
DOC-0044964,SIN-005005,Parte policial,1,1,2020-06-04,0,
DOC-0044965,SIN-005005,Fotografías del daño,1,1,2020-06-05,0,
DOC-0044966,SIN-005005,Proforma de reparación,1,1,2020-06-06,0,
DOC-0044967,SIN-005005,Copia matrícula,1,1,2020-06-03,0,
DOC-0044968,SIN-005005,Cédula del asegurado,1,0,2020-06-08,0,
DOC-0044969,SIN-006627,Parte policial,1,1,2024-10-04,1,Firma del médico no verificada
DOC-0044970,SIN-006627,Fotografías del daño,0,0,2024-10-06,0,
DOC-0044971,SIN-006627,Proforma de reparación,1,0,2024-10-09,0,
DOC-0044972,SIN-006627,Copia matrícula,1,1,2024-10-09,0,
DOC-0044973,SIN-006627,Cédula del asegurado,1,1,2024-10-08,0,
DOC-0044974,SIN-001628,Parte policial,1,0,2022-06-16,0,
DOC-0044975,SIN-001628,Fotografías del daño,1,0,2022-06-17,0,
DOC-0044976,SIN-001628,Proforma de reparación,1,1,2022-06-17,0,
DOC-0044977,SIN-001628,Copia matrícula,1,1,2022-06-17,1,Contradicción entre parte policial y narrativa del asegurado
DOC-0044978,SIN-001628,Cédula del asegurado,0,0,2022-06-17,0,
DOC-0044979,SIN-010007,Parte policial,1,1,2024-11-19,0,
DOC-0044980,SIN-010007,Fotografías del daño,1,1,2024-11-21,0,
DOC-0044981,SIN-010007,Proforma de reparación,1,1,2024-11-22,0,
DOC-0044982,SIN-010007,Copia matrícula,1,1,2024-11-19,0,
DOC-0044983,SIN-010007,Cédula del asegurado,1,1,2024-11-22,0,
DOC-0044984,SIN-012261,Certificado de defunción,1,1,2022-02-24,0,
DOC-0044985,SIN-012261,Informe médico causa muerte,1,1,2022-02-26,0,
DOC-0044986,SIN-012261,Cédula beneficiario,1,1,2022-02-24,0,
DOC-0044987,SIN-012261,Póliza original,0,0,2022-02-24,0,
DOC-0044988,SIN-000359,Historia clínica,1,0,2025-06-06,0,
DOC-0044989,SIN-000359,Facturas médicas,1,1,2025-06-08,0,
DOC-0044990,SIN-000359,Informe médico,1,1,2025-06-04,0,
DOC-0044991,SIN-000359,Recetas prescritas,1,1,2025-06-06,0,
DOC-0044992,SIN-000359,Cédula del asegurado,1,1,2025-06-07,0,
DOC-0044993,SIN-000139,Certificado de defunción,1,1,2024-09-25,0,
DOC-0044994,SIN-000139,Informe médico causa muerte,1,0,2024-09-24,0,
DOC-0044995,SIN-000139,Cédula beneficiario,1,1,2024-09-26,0,
DOC-0044996,SIN-000139,Póliza original,1,1,2024-09-27,0,
DOC-0044997,SIN-008492,Parte policial,1,0,2025-03-05,0,
DOC-0044998,SIN-008492,Fotografías del daño,1,0,2025-03-06,0,
DOC-0044999,SIN-008492,Proforma de reparación,1,1,2025-03-08,0,
DOC-0045000,SIN-008492,Copia matrícula,0,0,2025-03-05,0,
DOC-0045001,SIN-008492,Cédula del asegurado,1,1,2025-03-05,1,Contradicción entre parte policial y narrativa del asegurado
DOC-0045002,SIN-000383,Parte policial,1,1,2025-08-11,0,
DOC-0045003,SIN-000383,Fotografías del daño,1,1,2025-08-11,0,
DOC-0045004,SIN-000383,Proforma de reparación,1,1,2025-08-10,0,
DOC-0045005,SIN-000383,Copia matrícula,1,0,2025-08-12,0,
DOC-0045006,SIN-000383,Cédula del asegurado,1,0,2025-08-10,0,
DOC-0045007,SIN-009435,Parte policial,1,1,2021-03-12,0,
DOC-0045008,SIN-009435,Fotografías del daño,1,1,2021-03-09,1,Proforma de taller en lista de observación
DOC-0045009,SIN-009435,Proforma de reparación,1,1,2021-03-09,0,
DOC-0045010,SIN-009435,Copia matrícula,1,1,2021-03-08,0,
DOC-0045011,SIN-009435,Cédula del asegurado,1,1,2021-03-12,0,
DOC-0045012,SIN-004858,Parte policial,1,1,2024-05-22,0,
DOC-0045013,SIN-004858,Fotografías del daño,1,1,2024-05-23,0,
DOC-0045014,SIN-004858,Proforma de reparación,1,1,2024-05-24,0,
DOC-0045015,SIN-004858,Copia matrícula,1,1,2024-05-26,0,
DOC-0045016,SIN-004858,Cédula del asegurado,1,0,2024-05-26,0,
DOC-0045017,SIN-011609,Parte policial,1,1,2024-05-08,0,
DOC-0045018,SIN-011609,Fotografías del daño,1,1,2024-05-06,0,
DOC-0045019,SIN-011609,Proforma de reparación,1,1,2024-05-07,0,
DOC-0045020,SIN-011609,Copia matrícula,1,1,2024-05-06,0,
DOC-0045021,SIN-011609,Cédula del asegurado,1,1,2024-05-08,0,
DOC-0045022,SIN-001440,Historia clínica,1,1,2024-07-30,1,Sello de institución ilegible o ausente
DOC-0045023,SIN-001440,Facturas médicas,1,1,2024-07-31,0,
DOC-0045024,SIN-001440,Informe médico,0,0,2024-08-04,0,
DOC-0045025,SIN-001440,Recetas prescritas,1,1,2024-08-01,0,
DOC-0045026,SIN-001440,Cédula del asegurado,1,1,2024-08-04,0,
DOC-0045027,SIN-000947,Historia clínica,1,1,2021-06-06,0,
DOC-0045028,SIN-000947,Facturas médicas,1,1,2021-06-05,0,
DOC-0045029,SIN-000947,Informe médico,1,1,2021-06-06,0,
DOC-0045030,SIN-000947,Recetas prescritas,1,1,2021-06-08,0,
DOC-0045031,SIN-000947,Cédula del asegurado,1,1,2021-06-08,0,
DOC-0045032,SIN-005499,Parte policial,1,1,2022-08-06,0,
DOC-0045033,SIN-005499,Fotografías del daño,1,1,2022-08-07,0,
DOC-0045034,SIN-005499,Proforma de reparación,1,0,2022-08-09,0,
DOC-0045035,SIN-005499,Copia matrícula,1,1,2022-08-09,0,
DOC-0045036,SIN-005499,Cédula del asegurado,1,1,2022-08-05,0,
DOC-0045037,SIN-004917,Certificado de defunción,1,1,2022-10-03,0,
DOC-0045038,SIN-004917,Informe médico causa muerte,1,1,2022-10-07,0,
DOC-0045039,SIN-004917,Cédula beneficiario,1,1,2022-10-06,0,
DOC-0045040,SIN-004917,Póliza original,1,1,2022-10-08,0,
DOC-0045041,SIN-008557,Historia clínica,1,1,2023-02-11,0,
DOC-0045042,SIN-008557,Facturas médicas,1,1,2023-02-11,0,
DOC-0045043,SIN-008557,Informe médico,1,1,2023-02-11,0,
DOC-0045044,SIN-008557,Recetas prescritas,1,1,2023-02-13,0,
DOC-0045045,SIN-008557,Cédula del asegurado,1,1,2023-02-13,0,
DOC-0045046,SIN-001933,Fotografías del daño,1,1,2026-01-22,0,
DOC-0045047,SIN-001933,Informe de perito,1,1,2026-01-19,0,
DOC-0045048,SIN-001933,Facturas de bienes afectados,1,1,2026-01-18,0,
DOC-0045049,SIN-001933,Parte policial,1,1,2026-01-18,0,
DOC-0045050,SIN-001933,Cédula del asegurado,1,1,2026-01-17,0,
DOC-0045051,SIN-002353,Parte policial,1,1,2022-06-19,0,
DOC-0045052,SIN-002353,Fotografías del daño,1,1,2022-06-21,0,
DOC-0045053,SIN-002353,Proforma de reparación,1,1,2022-06-16,0,
DOC-0045054,SIN-002353,Copia matrícula,1,1,2022-06-19,0,
DOC-0045055,SIN-002353,Cédula del asegurado,1,1,2022-06-19,0,
DOC-0045056,SIN-003237,Historia clínica,1,1,2022-01-30,0,
DOC-0045057,SIN-003237,Facturas médicas,1,1,2022-01-30,0,
DOC-0045058,SIN-003237,Informe médico,0,0,2022-01-28,0,
DOC-0045059,SIN-003237,Recetas prescritas,0,0,2022-01-26,0,
DOC-0045060,SIN-003237,Cédula del asegurado,1,0,2022-01-27,0,
DOC-0045061,SIN-010337,Historia clínica,1,1,2022-12-29,0,
DOC-0045062,SIN-010337,Facturas médicas,1,1,2022-12-26,0,
DOC-0045063,SIN-010337,Informe médico,0,0,2022-12-25,0,
DOC-0045064,SIN-010337,Recetas prescritas,1,1,2022-12-26,0,
DOC-0045065,SIN-010337,Cédula del asegurado,1,1,2022-12-27,0,
DOC-0045066,SIN-003808,Parte policial,1,1,2022-05-08,0,
DOC-0045067,SIN-003808,Fotografías del daño,1,1,2022-05-08,0,
DOC-0045068,SIN-003808,Proforma de reparación,1,1,2022-05-10,0,
DOC-0045069,SIN-003808,Copia matrícula,1,0,2022-05-11,0,
DOC-0045070,SIN-003808,Cédula del asegurado,1,1,2022-05-07,0,
DOC-0045071,SIN-001937,Historia clínica,1,0,2021-05-28,0,
DOC-0045072,SIN-001937,Facturas médicas,1,1,2021-05-31,0,
DOC-0045073,SIN-001937,Informe médico,1,1,2021-05-27,0,
DOC-0045074,SIN-001937,Recetas prescritas,1,1,2021-05-26,0,
DOC-0045075,SIN-001937,Cédula del asegurado,1,0,2021-05-31,0,
DOC-0045076,SIN-011118,Historia clínica,1,0,2024-10-12,0,
DOC-0045077,SIN-011118,Facturas médicas,1,0,2024-10-16,0,
DOC-0045078,SIN-011118,Informe médico,1,1,2024-10-12,0,
DOC-0045079,SIN-011118,Recetas prescritas,1,1,2024-10-12,0,
DOC-0045080,SIN-011118,Cédula del asegurado,1,1,2024-10-16,0,
DOC-0045081,SIN-004155,Parte policial,1,1,2024-05-23,0,
DOC-0045082,SIN-004155,Fotografías del daño,1,1,2024-05-23,1,Monto en factura difiere del reclamado
DOC-0045083,SIN-004155,Proforma de reparación,0,1,2024-05-24,0,
DOC-0045084,SIN-004155,Copia matrícula,1,1,2024-05-21,0,
DOC-0045085,SIN-004155,Cédula del asegurado,1,1,2024-05-22,0,
DOC-0045086,SIN-008989,Certificado de defunción,1,0,2023-11-08,0,
DOC-0045087,SIN-008989,Informe médico causa muerte,1,1,2023-11-06,0,
DOC-0045088,SIN-008989,Cédula beneficiario,1,1,2023-11-09,0,
DOC-0045089,SIN-008989,Póliza original,1,1,2023-11-08,0,
DOC-0045090,SIN-002417,Parte policial,1,1,2022-07-11,0,
DOC-0045091,SIN-002417,Fotografías del daño,1,1,2022-07-14,0,
DOC-0045092,SIN-002417,Proforma de reparación,1,1,2022-07-10,0,
DOC-0045093,SIN-002417,Copia matrícula,1,1,2022-07-13,0,
DOC-0045094,SIN-002417,Cédula del asegurado,0,0,2022-07-09,0,
DOC-0045095,SIN-009578,Parte policial,1,1,2024-08-10,0,
DOC-0045096,SIN-009578,Fotografías del daño,1,1,2024-08-07,0,
DOC-0045097,SIN-009578,Proforma de reparación,1,1,2024-08-08,0,
DOC-0045098,SIN-009578,Copia matrícula,1,1,2024-08-08,0,
DOC-0045099,SIN-009578,Cédula del asegurado,1,1,2024-08-08,0,
DOC-0045100,SIN-006140,Parte policial,1,1,2022-11-24,1,Monto en factura difiere del reclamado
DOC-0045101,SIN-006140,Fotografías del daño,0,0,2022-11-05,0,
