id_asegurado,segmento,ciudad,antiguedad_anios,n_polizas,reclamos_12m,total_siniestros_hist,mora_actual,score_cliente,perfil_riesgo
AS-05048,Particular,Guayaquil,2.6,5,1,5,1,1.9898256799786478,alto
AS-05049,Particular,Esmeraldas,0.8,3,0,2,0,87.00930752397127,bajo
AS-05050,Empresa mediana,Santo Domingo,5.5,1,1,2,0,74.46660518843278,bajo
AS-05051,Particular,Quito,7.4,4,2,10,0,10.645318225011822,alto
AS-05052,Empresa pequeña,Santo Domingo,6.7,1,0,1,0,74.35582733813541,bajo
AS-05053,Empresa pequeña,Latacunga,17.1,1,1,6,0,61.10830115976313,medio
AS-05054,Particular,Ibarra,13.2,3,0,0,0,87.64342510965851,bajo
AS-05055,Empresa mediana,Guayaquil,13.1,3,5,8,0,28.71709597932145,alto
AS-05056,Empresa mediana,Quito,8.2,1,2,1,1,52.192349262874856,medio
AS-05057,Particular,Tulcán,2.8,3,1,5,0,51.34676257227658,medio
AS-05058,Particular,Guayaquil,15.9,2,0,1,0,50.497291277594414,medio
AS-05059,Particular,Quito,15.4,3,0,0,0,86.20743877696388,bajo
AS-05060,Particular,Manta,0.9,3,1,1,0,65.68054978838823,medio
AS-05061,Empresa mediana,Manta,14.7,1,0,1,0,85.77405577259624,bajo
AS-05062,Particular,Machala,7.5,1,0,2,0,85.2345589724407,bajo
AS-05063,Empresa mediana,Guayaquil,11.9,3,0,0,0,87.72377959065987,bajo
AS-05064,Particular,Manta,17.3,3,1,0,0,69.39467643349215,bajo
AS-05065,Particular,Quito,8.0,3,0,0,0,74.81825887770086,bajo
AS-05066,Empresa mediana,Santo Domingo,14.8,1,0,2,0,86.7756166806764,bajo
AS-05067,Empresa pequeña,Guayaquil,14.4,1,1,0,0,82.05697932766388,bajo
AS-05068,Empresa mediana,Cuenca,13.6,1,0,1,0,81.93789153199756,bajo
AS-05069,Empresa mediana,Quito,14.8,1,0,1,0,74.39719721324747,bajo
AS-05070,Particular,Quito,2.0,2,1,1,1,46.44591836559363,medio
AS-05071,Particular,Quito,11.8,2,0,0,0,71.10538254350837,bajo
AS-05072,Empresa pequeña,Portoviejo,2.4,4,2,5,0,47.0016527382452,medio
AS-05073,Particular,Riobamba,5.8,4,0,1,1,49.347630226043,medio
AS-05074,Empresa mediana,Quito,12.9,1,0,0,0,89.1231313307938,bajo
AS-05075,Particular,Latacunga,18.2,3,1,0,0,96.20422546557855,bajo
AS-05076,Particular,Latacunga,15.6,2,0,2,0,80.10395536322403,bajo
AS-05077,Empresa pequeña,Loja,17.3,1,0,0,0,90.9064372779372,bajo
AS-05078,Empresa mediana,Guayaquil,3.4,1,0,0,1,100.0,bajo
AS-05079,Particular,Quito,10.1,3,0,0,0,51.472192574242605,medio
AS-05080,Particular,Quito,11.7,3,0,2,1,100.0,bajo
AS-05081,Empresa pequeña,Guayaquil,3.5,4,6,7,0,33.53205242202982,alto
AS-05082,Empresa mediana,Ambato,10.5,3,0,1,0,77.47962283609174,bajo
AS-05083,Empresa pequeña,Guayaquil,3.2,3,0,0,0,99.02233393194973,bajo
AS-05084,Particular,Machala,11.1,3,1,12,1,14.453727531224601,alto
AS-05085,Particular,Ibarra,16.2,1,0,2,1,61.58147501045673,medio
AS-05086,Particular,Manta,1.3,3,1,0,0,100.0,bajo
AS-05087,Particular,Loja,0.4,4,0,4,0,65.71496962758084,medio
AS-05088,Particular,Cuenca,6.0,4,0,1,0,64.32510544136883,medio
AS-05089,Empresa pequeña,Cuenca,14.8,3,0,1,0,87.12259237907664,bajo
AS-05090,Empresa pequeña,Quito,16.9,1,1,1,0,40.232076650464116,medio
AS-05091,Empresa mediana,Loja,17.9,1,2,2,0,32.69619861098992,medio
AS-05092,Particular,Ambato,19.6,1,0,2,0,79.07113258452317,bajo
AS-05093,Particular,Latacunga,16.6,1,0,1,0,41.84020809524134,medio
AS-05094,Particular,Guayaquil,16.8,2,1,0,1,83.22051039029559,bajo
AS-05095,Particular,Ibarra,2.9,4,0,1,0,45.824451530383804,medio
AS-05096,Empresa pequeña,Santo Domingo,19.9,3,3,5,0,32.97040335476415,alto
AS-05097,Particular,Manta,6.8,2,0,2,0,75.34576912393904,bajo
AS-05098,Particular,Latacunga,15.0,2,0,4,0,55.79124448572056,medio
AS-05099,Particular,Guayaquil,9.3,2,0,0,0,77.56567980997724,bajo
AS-05100,Particular,Latacunga,4.7,2,1,0,0,84.1403613462431,bajo
AS-05101,Empresa pequeña,Ibarra,2.3,3,3,1,1,60.343844957117405,medio
AS-05102,Particular,Guayaquil,2.7,1,0,0,0,63.30842522584394,medio
AS-05103,Particular,Quito,1.2,3,0,0,0,77.0416257125794,bajo
AS-05104,Empresa pequeña,Tulcán,3.5,1,0,5,0,40.89058867618008,medio
AS-05105,Particular,Quito,1.6,4,0,2,1,61.90117927763387,medio
AS-05106,Particular,Guayaquil,0.3,1,0,2,0,54.20826452564628,medio
AS-05107,Particular,Riobamba,9.0,2,0,0,0,72.75013862611533,bajo
AS-05108,Particular,Guayaquil,11.4,1,0,0,0,83.93039610816577,bajo
AS-05109,Empresa pequeña,Riobamba,10.8,1,0,2,0,68.13155670541124,bajo
AS-05110,Particular,Cuenca,2.0,2,1,0,0,48.00541271450412,medio
AS-05111,Particular,Guayaquil,6.6,3,2,2,1,42.99676029255879,medio
AS-05112,Particular,Loja,10.0,2,1,0,0,82.89690811391431,bajo
AS-05113,Particular,Ambato,6.2,3,1,1,0,70.40052808124143,bajo
AS-05114,Particular,Ibarra,8.6,2,0,3,1,56.57880216869206,medio
AS-05115,Particular,Tulcán,11.7,2,1,1,1,56.429098946615376,medio
AS-05116,Empresa mediana,Guayaquil,1.3,1,0,0,0,60.69679372818944,medio
AS-05117,Empresa grande,Ambato,16.9,3,0,0,0,100.0,bajo
AS-05118,Empresa pequeña,Manta,18.1,3,0,1,0,86.1527380003064,bajo
AS-05119,Empresa pequeña,Quito,8.6,2,1,5,0,52.6878601298818,medio
AS-05120,Empresa mediana,Esmeraldas,11.0,1,0,5,0,66.28418505715491,medio
AS-05121,Empresa pequeña,Machala,3.1,2,0,0,0,77.89700647050174,bajo
AS-05122,Empresa pequeña,Guayaquil,9.2,1,0,0,0,88.51922279246257,bajo
AS-05123,Particular,Manta,4.5,2,0,0,0,95.31189757244502,bajo
AS-05124,Empresa pequeña,Guayaquil,11.6,1,0,1,0,93.35183273349946,bajo
AS-05125,Particular,Ambato,0.4,4,2,1,1,60.54582228537168,medio
AS-05126,Empresa pequeña,Guayaquil,16.9,4,0,4,0,63.18182858856805,medio
AS-05127,Empresa grande,Quito,1.8,1,0,0,0,75.8313537391662,bajo
AS-05128,Empresa pequeña,Ambato,18.9,2,0,0,0,92.62864823525307,bajo
AS-05129,Empresa pequeña,Machala,4.2,3,0,0,1,72.04798978759393,bajo
AS-05130,Empresa pequeña,Cuenca,0.3,3,0,0,0,41.289135873539614,medio
AS-05131,Particular,Ambato,1.2,3,1,2,1,9.480028876112899,alto
AS-05132,Empresa pequeña,Cuenca,0.8,2,1,0,1,83.51919754820868,bajo
AS-05133,Empresa pequeña,Riobamba,16.9,3,0,1,0,43.36317057825484,medio
AS-05134,Empresa pequeña,Ibarra,11.7,1,0,1,0,75.76792761754609,bajo
AS-05135,Particular,Esmeraldas,12.3,2,1,2,0,49.788884166267614,medio
AS-05136,Particular,Guayaquil,5.7,2,5,8,1,17.251138495828403,alto
AS-05137,Particular,Babahoyo,15.8,4,1,6,1,27.397537740008044,alto
AS-05138,Empresa pequeña,Santo Domingo,7.2,3,0,0,0,92.24470597285224,bajo
AS-05139,Empresa pequeña,Cuenca,0.8,1,0,1,0,79.23824612883104,bajo
AS-05140,Empresa pequeña,Guayaquil,8.0,2,0,0,0,76.40480362555678,bajo
AS-05141,Empresa mediana,Ambato,19.6,2,0,0,0,71.22949662358201,bajo
AS-05142,Particular,Guayaquil,1.0,3,0,1,0,75.38206949945672,bajo
AS-05143,Particular,Quito,17.3,3,0,0,0,100.0,bajo
AS-05144,Particular,Quito,9.3,4,1,1,0,61.062699463541996,medio
AS-05145,Empresa mediana,Cuenca,10.0,2,0,0,0,92.53981156813525,bajo
AS-05146,Particular,Ibarra,14.2,2,1,0,0,90.01739904582297,bajo
AS-05147,Empresa pequeña,Loja,17.6,3,2,3,0,9.87857111418782,alto
AS-05148,Particular,Ibarra,3.7,3,0,0,0,79.64307885091016,bajo
AS-05149,Empresa pequeña,Loja,11.8,5,2,12,1,38.93305682301079,alto
AS-05150,Empresa pequeña,Quito,11.7,2,0,2,0,100.0,bajo
AS-05151,Particular,Guayaquil,8.9,1,0,1,0,89.07912713823819,bajo
AS-05152,Empresa pequeña,Ambato,8.9,1,0,0,0,66.83887678501337,bajo
AS-05153,Particular,Quito,14.8,3,0,1,0,79.09050851014987,bajo
AS-05154,Empresa pequeña,Quito,11.5,1,0,4,1,42.15399495094243,medio
AS-05155,Particular,Quito,4.1,4,0,2,0,44.853565065056785,medio
AS-05156,Particular,Cuenca,14.7,4,0,3,0,67.34566431482514,medio
AS-05157,Empresa mediana,Manta,10.1,1,0,0,0,81.78676239703518,bajo
AS-05158,Particular,Manta,11.2,2,0,1,0,85.79086777530047,bajo
AS-05159,Particular,Guayaquil,13.8,3,0,0,0,95.57927092158398,bajo
AS-05160,Empresa pequeña,Latacunga,7.9,1,0,1,1,73.14910635257658,bajo
AS-05161,Particular,Manta,8.1,2,2,0,0,88.06505358747194,bajo
AS-05162,Empresa mediana,Latacunga,0.5,1,0,2,0,89.32679981226816,bajo
AS-05163,Particular,Cuenca,10.0,2,0,2,0,71.44021608697868,bajo
AS-05164,Empresa pequeña,Tulcán,4.9,3,3,1,0,57.680126411475804,medio
AS-05165,Empresa pequeña,Guayaquil,5.5,1,2,4,0,58.37300191472605,medio
AS-05166,Particular,Ibarra,14.2,2,2,2,0,68.16811124713924,medio
AS-05167,Particular,Quito,4.1,3,1,0,0,58.082151905461416,medio
AS-05168,Particular,Guayaquil,6.7,1,0,0,0,98.44692992685034,bajo
AS-05169,Particular,Ambato,17.9,5,3,11,1,11.469395846946647,alto
AS-05170,Particular,Quito,3.7,4,2,4,0,8.259687225961532,alto
AS-05171,Empresa mediana,Quito,6.4,4,1,1,0,56.249473896903176,medio
AS-05172,Empresa grande,Quito,6.1,2,0,2,0,84.532072257017,bajo
AS-05173,Particular,Quito,15.3,1,0,0,0,68.82686549714069,bajo
AS-05174,Empresa pequeña,Manta,6.2,1,0,3,0,39.52413020050381,medio
AS-05175,Empresa pequeña,Esmeraldas,13.6,4,2,4,0,49.9484159314513,medio
AS-05176,Particular,Guayaquil,0.1,1,0,1,1,100.0,bajo
AS-05177,Particular,Guayaquil,13.2,1,2,3,0,56.19206008598334,medio
AS-05178,Empresa mediana,Ambato,8.7,3,0,2,0,50.13490758551215,medio
AS-05179,Particular,Guayaquil,5.1,3,0,2,0,92.77556557324966,bajo
AS-05180,Empresa pequeña,Babahoyo,11.5,3,0,0,0,79.97848897978879,bajo
AS-05181,Empresa pequeña,Quito,13.7,3,0,3,0,66.79329653378649,medio
AS-05182,Empresa mediana,Machala,14.0,3,0,0,0,93.36839742382827,bajo
AS-05183,Particular,Ambato,7.8,3,1,1,0,82.39680350587285,bajo
AS-05184,Empresa mediana,Guayaquil,14.5,3,0,2,0,82.43755205270301,bajo
AS-05185,Particular,Portoviejo,15.6,1,0,2,0,93.80215446322418,bajo
AS-05186,Particular,Cuenca,6.3,2,1,2,0,48.024756148408585,medio
AS-05187,Empresa mediana,Quito,14.0,3,0,2,0,94.8553028048427,bajo
AS-05188,Empresa pequeña,Manta,10.8,2,0,1,0,96.26904396970532,bajo
AS-05189,Particular,Guayaquil,9.4,1,0,1,0,71.21011947694632,bajo
AS-05190,Particular,Quito,17.7,2,0,4,0,59.6558481588365,medio
AS-05191,Empresa mediana,Cuenca,10.0,1,0,0,0,96.22295059885631,bajo
AS-05192,Empresa pequeña,Guayaquil,8.4,1,0,4,0,59.39353656496359,medio
AS-05193,Empresa pequeña,Ibarra,12.9,2,0,2,1,77.98011048421145,bajo
AS-05194,Particular,Guayaquil,11.4,3,0,1,0,81.84357605599052,bajo
AS-05195,Empresa grande,Guayaquil,0.9,5,1,6,1,0.0,alto
AS-05196,Particular,Guayaquil,2.9,2,0,1,0,73.65672736541732,bajo
AS-05197,Empresa grande,Quito,20.0,3,0,1,0,81.84720277963521,bajo
AS-05198,Particular,Quito,5.8,1,2,0,0,77.71552436607432,bajo
AS-05199,Empresa mediana,Cuenca,16.6,4,2,3,0,19.267828492705107,alto
AS-05200,Particular,Guayaquil,13.1,3,0,0,0,78.12836104751361,bajo
AS-05201,Empresa pequeña,Machala,6.3,3,0,1,0,77.24612551988474,bajo
AS-05202,Particular,Quito,7.3,1,0,0,0,89.14919593174892,bajo
AS-05203,Empresa mediana,Quito,6.8,2,0,1,0,93.84728044831654,bajo
AS-05204,Particular,Ambato,7.2,3,0,0,0,87.95375104809393,bajo
AS-05205,Particular,Quito,8.6,2,0,2,0,53.108567658662736,medio
AS-05206,Empresa mediana,Guayaquil,7.8,1,0,1,0,92.63618053828712,bajo
AS-05207,Empresa pequeña,Quito,10.1,3,3,7,1,17.49919983194172,alto
AS-05208,Empresa pequeña,Cuenca,2.4,4,2,4,0,41.27016900506072,medio
AS-05209,Empresa mediana,Cuenca,12.7,4,2,4,1,42.87065947015262,medio
AS-05210,Particular,Machala,15.2,1,1,1,0,53.311656748095615,medio
AS-05211,Empresa pequeña,Guayaquil,8.7,4,1,1,0,57.23584957629799,medio
AS-05212,Particular,Quito,2.9,1,0,1,0,82.40743629317701,bajo
AS-05213,Particular,Portoviejo,17.6,1,0,3,1,61.723527350479934,medio
AS-05214,Empresa pequeña,Cuenca,8.6,5,4,9,1,30.196588008595654,alto
AS-05215,Particular,Quito,14.6,2,2,8,1,28.401966975090403,alto
AS-05216,Empresa mediana,Quito,14.0,1,0,0,0,80.72143926692137,bajo
AS-05217,Particular,Cuenca,4.0,2,4,8,0,36.95482365068722,alto
AS-05218,Particular,Ambato,13.1,3,0,2,0,87.96495670364972,bajo
AS-05219,Empresa pequeña,Guayaquil,19.8,3,1,0,0,93.3304968667558,bajo
AS-05220,Particular,Ambato,6.4,3,0,0,0,89.20524301003063,bajo
AS-05221,Empresa grande,Ambato,15.7,1,0,0,1,100.0,bajo
AS-05222,Particular,Quito,1.7,3,0,1,0,70.56725182309647,bajo
AS-05223,Particular,Guayaquil,16.9,2,0,1,1,53.17573472102574,medio
AS-05224,Particular,Guayaquil,18.9,3,0,1,0,53.656039592737706,medio
AS-05225,Particular,Riobamba,19.3,3,0,2,0,100.0,bajo
AS-05226,Particular,Ambato,13.8,1,0,1,0,51.93335983888552,medio
AS-05227,Particular,Machala,6.7,2,3,1,0,79.95576037196963,bajo
AS-05228,Particular,Quito,6.7,4,2,1,0,64.77918418143031,medio
AS-05229,Particular,Quito,4.1,1,0,4,0,61.70106482872139,medio
AS-05230,Particular,Riobamba,10.0,3,0,0,0,100.0,bajo
AS-05231,Particular,Santo Domingo,13.6,2,0,0,0,86.83804253884631,bajo
AS-05232,Empresa pequeña,Quito,19.9,3,0,1,0,100.0,bajo
AS-05233,Empresa pequeña,Santo Domingo,6.6,2,1,1,1,50.51984600016666,medio
AS-05234,Particular,Cuenca,15.1,1,0,0,1,92.41527437439109,bajo
AS-05235,Empresa pequeña,Cuenca,4.2,1,0,1,0,69.03916186256943,medio
AS-05236,Empresa mediana,Quito,11.9,3,0,0,1,80.74113020752912,bajo
AS-05237,Empresa pequeña,Quito,16.9,2,0,0,0,63.11097260787851,bajo
AS-05238,Particular,Ibarra,2.3,3,0,0,0,83.51288252612613,bajo
AS-05239,Particular,Guayaquil,6.6,3,0,1,0,57.499571847732085,medio
AS-05240,Particular,Quito,5.5,1,0,2,0,94.9891526761474,bajo
AS-05241,Empresa grande,Quito,18.2,1,0,0,0,73.09002641682034,bajo
AS-05242,Empresa pequeña,Santo Domingo,2.3,1,1,0,0,94.88783684936837,bajo
AS-05243,Particular,Manta,15.0,2,2,0,0,45.954363897006665,medio
AS-05244,Particular,Babahoyo,11.3,1,2,1,1,45.07215513552811,medio
AS-05245,Particular,Quito,14.0,1,1,3,0,55.96028482869861,medio
AS-05246,Empresa pequeña,Guayaquil,5.0,1,0,0,0,99.43347682310683,bajo
AS-05247,Particular,Guayaquil,6.2,2,1,1,0,82.20088988340076,bajo
AS-05248,Particular,Ambato,6.3,2,0,0,1,53.406065024880796,medio
AS-05249,Particular,Quito,15.3,3,0,1,0,56.696866340697035,medio
AS-05250,Particular,Guayaquil,3.7,1,0,0,0,86.11944741221993,bajo
AS-05251,Empresa grande,Guayaquil,1.7,3,1,0,1,51.77108683568021,medio
AS-05252,Particular,Cuenca,11.9,3,1,0,0,86.00713163351688,bajo
AS-05253,Particular,Quito,9.7,1,0,1,0,90.96620594024279,bajo
AS-05254,Empresa mediana,Cuenca,1.3,2,0,4,0,34.785077840087915,medio
AS-05255,Empresa grande,Riobamba,13.1,1,0,0,0,75.31158801697434,bajo
AS-05256,Empresa mediana,Quito,19.8,1,0,0,1,90.23084821596824,bajo
AS-05257,Empresa pequeña,Quito,17.7,2,0,0,0,68.43760494056032,bajo
AS-05258,Particular,Guayaquil,6.2,1,0,1,0,80.60651250835218,bajo
AS-05259,Empresa mediana,Santo Domingo,6.8,3,0,1,0,76.26497539566626,bajo
AS-05260,Particular,Guayaquil,14.8,4,0,5,1,63.81295115284741,medio
AS-05261,Empresa pequeña,Guayaquil,3.8,2,0,0,0,99.66270365514616,bajo
AS-05262,Particular,Machala,13.9,2,0,1,0,71.10490289240008,bajo
AS-05263,Empresa pequeña,Cuenca,10.2,1,0,1,0,89.86210698326805,bajo
AS-05264,Particular,Latacunga,7.2,1,0,1,0,76.38732544910647,bajo
AS-05265,Empresa mediana,Ibarra,2.9,4,6,5,1,15.155429273867384,alto
AS-05266,Particular,Santo Domingo,4.7,1,0,1,1,68.10697486669962,bajo
AS-05267,Empresa pequeña,Ambato,6.2,3,2,4,0,59.56053391991213,medio
AS-05268,Particular,Cuenca,14.4,3,2,4,1,40.66047347896532,medio
AS-05269,Particular,Quito,1.3,1,0,2,0,74.42068797915692,bajo
AS-05270,Particular,Guayaquil,4.3,1,1,2,0,97.52068279657249,bajo
AS-05271,Empresa pequeña,Guayaquil,11.7,1,0,1,0,90.35379212061214,bajo
AS-05272,Particular,Cuenca,0.6,4,0,4,0,81.23954486765342,medio
AS-05273,Particular,Guayaquil,1.3,4,1,2,1,51.50137367454893,medio
AS-05274,Particular,Guayaquil,16.5,5,3,11,1,14.694598425403942,alto
AS-05275,Empresa pequeña,Ibarra,2.4,1,1,3,0,59.45099378103234,medio
AS-05276,Empresa pequeña,Guayaquil,5.8,2,0,1,0,82.71679355262016,bajo
AS-05277,Particular,Loja,4.9,1,1,1,1,58.84755224384375,medio
AS-05278,Particular,Machala,2.5,1,1,1,0,86.68615112150718,bajo
AS-05279,Particular,Manta,12.8,1,1,4,0,57.02062588416758,medio
AS-05280,Empresa mediana,Santo Domingo,12.7,3,0,0,0,69.09482022834042,medio
AS-05281,Particular,Tulcán,2.2,2,1,2,0,72.09459366730822,bajo
AS-05282,Particular,Guayaquil,9.0,2,0,2,0,53.195271719567096,medio
AS-05283,Particular,Cuenca,5.8,3,0,3,0,64.03447309128957,medio
AS-05284,Empresa mediana,Ibarra,4.4,3,0,0,0,65.69788770622678,medio
AS-05285,Particular,Quito,8.4,3,0,0,0,89.39393819830434,bajo
AS-05286,Empresa pequeña,Machala,2.2,4,2,10,0,26.379133147276715,alto
AS-05287,Empresa grande,Guayaquil,1.2,1,1,0,1,85.91551644829916,bajo
AS-05288,Particular,Manta,15.8,1,0,0,0,67.9168825676917,medio
AS-05289,Particular,Tulcán,2.4,3,0,0,0,83.17421882197002,bajo
AS-05290,Particular,Quito,5.1,2,0,0,0,75.35209249842785,bajo
AS-05291,Empresa pequeña,Quito,11.4,4,1,4,0,49.56867108277554,medio
AS-05292,Particular,Quito,7.3,5,3,5,1,20.683440053651996,alto
AS-05293,Empresa mediana,Guayaquil,8.7,1,0,1,0,86.41920593417676,bajo
AS-05294,Empresa mediana,Cuenca,1.0,2,0,0,0,66.80893916745104,bajo
AS-05295,Particular,Cuenca,5.2,3,0,1,0,93.61372233442567,bajo
AS-05296,Particular,Quito,14.6,2,1,10,1,37.55438657178592,alto
AS-05297,Empresa pequeña,Latacunga,18.1,3,0,0,0,94.59786767471083,bajo
AS-05298,Empresa pequeña,Latacunga,3.1,1,0,0,0,100.0,bajo
AS-05299,Particular,Quito,5.8,3,0,0,0,80.78161431040161,bajo
AS-05300,Particular,Manta,11.0,2,0,2,0,99.1939990619273,bajo
AS-05301,Particular,Ibarra,7.4,3,0,1,0,76.35665814389768,bajo
AS-05302,Empresa pequeña,Quito,17.8,2,0,1,0,80.03665777133821,bajo
AS-05303,Empresa pequeña,Ambato,1.5,1,1,1,0,94.18949412645672,bajo
AS-05304,Empresa pequeña,Guayaquil,11.8,1,0,0,0,87.46784765533897,bajo
AS-05305,Particular,Guayaquil,17.6,3,0,2,0,61.313499996911055,medio
AS-05306,Particular,Quito,15.1,2,0,1,0,100.0,bajo
AS-05307,Particular,Esmeraldas,7.2,1,0,0,0,96.65482942435108,bajo
AS-05308,Empresa pequeña,Quito,3.8,4,0,4,0,39.04168912832803,medio
AS-05309,Particular,Guayaquil,14.3,3,0,1,0,83.70514650548327,bajo
AS-05310,Empresa pequeña,Riobamba,2.7,6,1,3,0,16.40629581845117,alto
AS-05311,Empresa pequeña,Machala,19.3,2,0,0,0,89.03794991698157,bajo
AS-05312,Particular,Tulcán,7.3,3,0,1,0,100.0,bajo
AS-05313,Particular,Manta,4.4,3,0,0,0,87.97452409484745,bajo
AS-05314,Particular,Machala,2.3,3,0,1,0,83.34237880509052,bajo
AS-05315,Particular,Cuenca,0.5,3,0,0,0,68.21655327186294,bajo
AS-05316,Particular,Babahoyo,0.4,1,0,1,0,69.19845479364281,bajo
AS-05317,Empresa mediana,Cuenca,4.8,2,1,0,0,36.54979394007374,medio
AS-05318,Particular,Guayaquil,3.6,3,0,1,0,73.19730885421731,bajo
AS-05319,Empresa grande,Manta,17.5,3,0,2,0,51.13147310097519,medio
AS-05320,Empresa pequeña,Riobamba,18.8,2,0,1,0,62.40143972017848,medio
AS-05321,Empresa pequeña,Riobamba,12.4,2,0,0,0,98.41640456627685,bajo
AS-05322,Empresa mediana,Quito,16.0,1,1,1,0,35.80803937523977,medio
AS-05323,Empresa pequeña,Ibarra,8.8,2,1,0,0,79.22099122021771,bajo
AS-05324,Particular,Guayaquil,4.7,1,0,0,0,85.55151520110998,bajo
AS-05325,Empresa mediana,Guayaquil,7.0,1,0,2,0,82.79196758588743,bajo
AS-05326,Particular,Cuenca,18.2,3,0,2,0,59.254088233074306,medio
AS-05327,Empresa mediana,Riobamba,8.5,6,3,11,1,9.011212763888901,alto
AS-05328,Empresa pequeña,Quito,11.7,4,2,2,0,62.38901169874363,medio
AS-05329,Empresa mediana,Quito,11.5,2,0,3,0,86.77794217964292,bajo
AS-05330,Particular,Tulcán,2.8,1,0,2,0,78.46552154327223,bajo
AS-05331,Empresa pequeña,Portoviejo,6.7,2,1,1,0,95.40619581326952,bajo
AS-05332,Empresa pequeña,Cuenca,19.9,1,3,3,0,60.12526514798205,medio
AS-05333,Empresa pequeña,Manta,18.8,3,0,1,1,82.68085302847139,bajo
AS-05334,Empresa pequeña,Ibarra,2.8,2,0,1,0,97.26655502963563,bajo
AS-05335,Empresa pequeña,Quito,13.4,3,0,2,0,64.34129592701609,medio
AS-05336,Empresa pequeña,Quito,4.0,4,0,3,1,58.01019076591079,medio
AS-05337,Particular,Machala,13.6,1,2,2,0,88.93732944676725,bajo
AS-05338,Empresa mediana,Cuenca,13.4,3,0,0,0,73.6923620494773,bajo
AS-05339,Particular,Quito,3.6,2,1,2,0,78.06406752443868,bajo
AS-05340,Empresa pequeña,Cuenca,0.6,2,0,0,1,76.45401109993985,bajo
AS-05341,Particular,Quito,13.5,2,1,0,0,77.93082252317828,bajo
AS-05342,Empresa pequeña,Portoviejo,17.9,5,1,7,1,31.739071975764517,alto
AS-05343,Particular,Guayaquil,5.3,1,0,0,0,76.69048884990832,bajo
AS-05344,Particular,Santo Domingo,10.9,1,0,2,0,79.09331001778898,bajo
AS-05345,Particular,Manta,14.5,4,4,10,1,5.15255349891007,alto
AS-05346,Empresa mediana,Quito,11.2,3,1,1,1,100.0,bajo
AS-05347,Empresa pequeña,Guayaquil,3.6,4,3,7,0,34.525988476236556,alto
AS-05348,Particular,Quito,4.4,3,2,1,0,65.69378263274541,bajo
AS-05349,Empresa pequeña,Quito,2.1,1,0,1,0,43.105555465693755,medio
AS-05350,Particular,Loja,4.8,4,0,0,0,47.6701479317334,medio
AS-05351,Particular,Machala,19.3,1,0,4,0,58.36885427894954,medio
AS-05352,Particular,Loja,12.5,2,0,0,0,85.27727928813627,bajo
AS-05353,Empresa mediana,Cuenca,3.5,1,0,1,0,74.03785052900496,bajo
AS-05354,Empresa mediana,Machala,9.1,3,0,0,0,96.51129798752834,bajo
AS-05355,Empresa grande,Riobamba,2.4,1,0,1,0,93.60204389631434,bajo
AS-05356,Empresa grande,Quito,7.9,1,0,1,0,81.47455278013413,bajo
AS-05357,Empresa mediana,Quito,17.5,1,1,0,0,70.23992557486793,bajo
AS-05358,Particular,Quito,6.0,2,0,1,1,88.07526083530966,bajo
AS-05359,Particular,Ambato,1.2,3,0,2,0,76.16479302534093,bajo
AS-05360,Particular,Quito,12.4,2,0,0,0,93.32577349665104,bajo
AS-05361,Particular,Loja,13.5,3,0,0,0,83.66869391366829,bajo
AS-05362,Particular,Cuenca,7.9,3,0,2,0,91.9705074611326,bajo
AS-05363,Empresa grande,Loja,4.0,2,0,0,0,72.60941676443568,bajo
AS-05364,Empresa grande,Machala,19.3,2,0,2,0,94.66223334594136,bajo
AS-05365,Particular,Quito,13.3,3,0,2,0,88.74879577793392,bajo
AS-05366,Particular,Riobamba,1.3,3,1,0,0,78.11276665697125,bajo
AS-05367,Empresa pequeña,Guayaquil,4.2,3,0,1,0,86.21614487566126,bajo
AS-05368,Empresa pequeña,Tulcán,7.2,2,1,1,1,69.48186963551,bajo
AS-05369,Particular,Guayaquil,2.9,2,0,0,0,68.25556940478155,bajo
AS-05370,Particular,Cuenca,13.8,1,0,2,0,61.344701642220414,medio
AS-05371,Empresa mediana,Quito,19.3,4,0,0,0,43.08876733225385,medio
AS-05372,Empresa pequeña,Ambato,15.4,1,0,0,0,78.97206442984015,bajo
AS-05373,Particular,Quito,14.6,3,0,5,0,49.01889837565717,medio
AS-05374,Particular,Quito,3.0,2,0,0,0,88.16064309150259,bajo
AS-05375,Particular,Quito,15.7,1,0,2,0,61.75815814818799,medio
AS-05376,Particular,Loja,20.0,2,0,2,0,79.29837734058916,bajo
AS-05377,Particular,Tulcán,7.0,3,0,2,1,61.05997658747485,medio
AS-05378,Empresa mediana,Quito,18.9,3,0,0,0,85.25283772899618,bajo
AS-05379,Particular,Quito,14.3,3,0,0,0,77.14367794562207,bajo
AS-05380,Particular,Riobamba,8.2,2,0,0,0,91.31434713713884,bajo
AS-05381,Particular,Cuenca,17.5,3,2,5,0,51.16792425555614,medio
AS-05382,Empresa pequeña,Quito,5.8,2,2,2,0,38.10113935873061,medio
AS-05383,Particular,Quito,19.5,2,0,4,0,35.956151645960134,medio
AS-05384,Empresa pequeña,Portoviejo,1.4,2,0,1,0,94.02262417301725,bajo
AS-05385,Particular,Quito,16.1,1,0,4,1,70.81148663506951,medio
AS-05386,Particular,Manta,9.6,1,0,0,0,95.31597989278687,bajo
AS-05387,Particular,Quito,7.2,3,0,2,0,48.755078762435005,medio
